type,short_code,date,value,amount
mutual fund,B-VIETNAMSSF,2022-12-16,11.1419,59834474.21
mutual fund,B-VIETNAMSSF,2022-12-19,11.0337,62580283.74
mutual fund,B-VIETNAMSSF,2022-12-20,10.827,64775947.69
mutual fund,B-VIETNAMSSF,2022-12-21,10.7987,67518110.08
mutual fund,B-VIETNAMSSF,2022-12-22,10.8459,71984784.41
mutual fund,B-VIETNAMSSF,2022-12-23,10.904,76721209.0
mutual fund,B-VIETNAMSSF,2022-12-26,10.6321,80590510.01
mutual fund,B-VIETNAMSSF,2022-12-27,10.6924,81046931.01
mutual fund,B-VIETNAMSSF,2022-12-28,10.7793,101605159.35
mutual fund,B-VIETNAMSSF,2022-12-29,10.7232,116077940.54
mutual fund,B-VIETNAMSSF,2022-12-30,10.7811,130216730.05
mutual fund,B-VIETNAMSSF,2023-01-03,10.9475,146369807.35
mutual fund,B-VIETNAMSSF,2023-01-04,10.8665,145600593.34
mutual fund,B-VIETNAMSSF,2023-01-05,10.9434,146695841.2
mutual fund,B-VIETNAMSSF,2023-01-06,10.9565,146946247.23
mutual fund,B-VIETNAMSSF,2023-01-09,10.8322,145538835.19
mutual fund,B-VIETNAMSSF,2023-01-10,10.8168,145405022.59
mutual fund,B-VIETNAMSSF,2023-01-11,10.7445,144739903.05
mutual fund,B-VIETNAMSSF,2023-01-12,10.7363,144718831.97
mutual fund,B-VIETNAMSSF,2023-01-13,10.6542,143712544.19
mutual fund,B-VIETNAMSSF,2023-01-16,10.7019,144410643.62
mutual fund,B-VIETNAMSSF,2023-01-17,10.9404,147629992.71
mutual fund,B-VIETNAMSSF,2023-01-18,10.9353,147749459.04
mutual fund,B-VIETNAMSSF,2023-01-19,11.0096,148900355.13
mutual fund,B-VIETNAMSSF,2023-01-20,10.9247,147718212.52
mutual fund,B-VIETNAMSSF,2023-01-23,10.9359,147869282.56
mutual fund,B-VIETNAMSSF,2023-01-24,10.9423,147955675.25
mutual fund,B-VIETNAMSSF,2023-01-25,10.9485,148039728.93
mutual fund,B-VIETNAMSSF,2023-01-26,10.9197,147650999.61
mutual fund,B-VIETNAMSSF,2023-01-27,11.1095,150217426.2
mutual fund,B-VIETNAMSSF,2023-01-30,11.0111,149589330.26
mutual fund,B-VIETNAMSSF,2023-01-31,11.1208,151495648.42
mutual fund,LHVN-ASSF,2022-11-09,6.418,0.0
mutual fund,LHVN-ASSF,2022-11-10,6.1693,0.0
mutual fund,LHVN-ASSF,2022-11-11,6.103,0.0
mutual fund,LHVN-ASSF,2022-11-14,5.9839,0.0
mutual fund,LHVN-ASSF,2022-11-15,5.7201,0.0
mutual fund,LHVN-ASSF,2022-11-16,5.9515,0.0
mutual fund,LHVN-ASSF,2022-11-17,6.1708,0.0
mutual fund,LHVN-ASSF,2022-11-18,6.1457,0.0
mutual fund,LHVN-ASSF,2022-11-21,6.1303,0.0
mutual fund,LHVN-ASSF,2022-11-22,6.1001,0.0
mutual fund,LHVN-ASSF,2022-11-23,6.0829,0.0
mutual fund,LHVN-ASSF,2022-11-24,6.0508,0.0
mutual fund,LHVN-ASSF,2022-11-25,6.1893,0.0
mutual fund,LHVN-ASSF,2022-11-28,6.3893,103.23
mutual fund,LHVN-ASSF,2022-11-29,6.562,106.02
mutual fund,LHVN-ASSF,2022-11-30,6.6851,108.01
mutual fund,LHVN-ASSF,2022-12-01,6.6189,106.94
mutual fund,LHVN-ASSF,2022-12-02,6.8721,111.03
mutual fund,LHVN-ASSF,2022-12-06,6.8838,111.22
mutual fund,LHVN-ASSF,2022-12-07,6.851,110.69
mutual fund,LHVN-ASSF,2022-12-08,6.9123,111.68
mutual fund,LHVN-ASSF,2022-12-09,6.9679,0.0
mutual fund,LHVN-ASSF,2022-12-13,6.9553,10351.92
mutual fund,LHVN-ASSF,2022-12-14,6.9596,10458.39
mutual fund,LHVN-ASSF,2022-12-15,7.057,10604.82
mutual fund,LHVN-ASSF,2022-12-16,7.0422,10582.56
mutual fund,LHVN-ASSF,2022-12-19,6.938,11120.92
mutual fund,LHVN-ASSF,2022-12-20,6.7901,11373.14
mutual fund,LHVN-ASSF,2022-12-21,6.7739,86167.0
mutual fund,LHVN-ASSF,2022-12-22,6.812,76951.9
mutual fund,LHVN-ASSF,2022-12-23,6.8296,80732.81
mutual fund,LHVN-ASSF,2022-12-26,6.6343,94937.82
mutual fund,LHVN-ASSF,2022-12-27,6.6984,95855.96
mutual fund,LHVN-ASSF,2022-12-28,6.7222,96195.62
mutual fund,LHVN-ASSF,2022-12-29,6.6913,285375.1
mutual fund,LHVN-ASSF,2022-12-30,6.7087,411128.86
mutual fund,LHVN-ASSF,2023-01-03,6.8619,420513.51
mutual fund,LHVN-ASSF,2023-01-04,6.8484,420183.99
mutual fund,LHVN-ASSF,2023-01-05,6.8969,423161.4
mutual fund,LHVN-ASSF,2023-01-06,6.8857,422474.17
mutual fund,LHVN-ASSF,2023-01-09,6.8164,418318.74
mutual fund,LHVN-ASSF,2023-01-10,6.823,418724.89
mutual fund,LHVN-ASSF,2023-01-11,6.7933,416902.36
mutual fund,LHVN-ASSF,2023-01-12,6.7922,416471.48
mutual fund,LHVN-ASSF,2023-01-13,6.7549,414182.2
mutual fund,LHVN-ASSF,2023-01-16,6.7583,414392.01
mutual fund,LHVN-ASSF,2023-01-17,6.9256,424649.38
mutual fund,LHVN-ASSF,2023-01-18,6.9558,426501.45
mutual fund,LHVN-ASSF,2023-01-19,7.0284,430954.78
mutual fund,LHVN-ASSF,2023-01-20,6.9955,429136.8
mutual fund,LHVN-ASSF,2023-01-23,6.9827,428349.02
mutual fund,LHVN-ASSF,2023-01-24,6.9956,429142.03
mutual fund,LHVN-ASSF,2023-01-25,6.993,428982.55
mutual fund,LHVN-ASSF,2023-01-26,6.985,428488.42
mutual fund,LHVN-ASSF,2023-01-27,7.0647,433380.69
mutual fund,LHVN-ASSF,2023-01-30,6.9669,428120.31
mutual fund,LHVN-ASSF,2023-01-31,7.0479,433099.47
mutual fund,LHVN-DSSF,2022-11-09,6.418,0.0
mutual fund,LHVN-DSSF,2022-11-10,6.1693,0.0
mutual fund,LHVN-DSSF,2022-11-11,6.103,0.0
mutual fund,LHVN-DSSF,2022-11-14,5.9839,0.0
mutual fund,LHVN-DSSF,2022-11-15,5.7201,0.0
mutual fund,LHVN-DSSF,2022-11-16,5.9515,0.0
mutual fund,LHVN-DSSF,2022-11-17,6.1708,0.0
mutual fund,LHVN-DSSF,2022-11-18,6.1457,0.0
mutual fund,LHVN-DSSF,2022-11-21,6.1303,0.0
mutual fund,LHVN-DSSF,2022-11-22,6.1001,0.0
mutual fund,LHVN-DSSF,2022-11-23,6.0829,0.0
mutual fund,LHVN-DSSF,2022-11-24,6.0508,49735.38
mutual fund,LHVN-DSSF,2022-11-25,6.1893,50874.06
mutual fund,LHVN-DSSF,2022-11-28,6.3889,52514.76
mutual fund,LHVN-DSSF,2022-11-29,6.5616,59069.02
mutual fund,LHVN-DSSF,2022-11-30,6.6846,60176.88
mutual fund,LHVN-DSSF,2022-12-01,6.6183,59882.36
mutual fund,LHVN-DSSF,2022-12-02,6.8713,62171.03
mutual fund,LHVN-DSSF,2022-12-06,6.8825,97328.89
mutual fund,LHVN-DSSF,2022-12-07,6.8491,96956.88
mutual fund,LHVN-DSSF,2022-12-08,6.91,99835.87
mutual fund,LHVN-DSSF,2022-12-09,6.9653,120795.72
mutual fund,LHVN-DSSF,2022-12-13,6.9526,163497.4
mutual fund,LHVN-DSSF,2022-12-14,6.9569,173804.99
mutual fund,LHVN-DSSF,2022-12-15,7.0543,179280.33
mutual fund,LHVN-DSSF,2022-12-16,7.0395,203851.51
mutual fund,LHVN-DSSF,2022-12-19,6.9354,230479.95
mutual fund,LHVN-DSSF,2022-12-20,6.7875,323433.46
mutual fund,LHVN-DSSF,2022-12-21,6.7713,323659.2
mutual fund,LHVN-DSSF,2022-12-22,6.8094,335177.7
mutual fund,LHVN-DSSF,2022-12-23,6.8269,344061.04
mutual fund,LHVN-DSSF,2022-12-26,6.6317,336164.3
mutual fund,LHVN-DSSF,2022-12-27,6.6958,339415.32
mutual fund,LHVN-DSSF,2022-12-28,6.7196,340618.04
mutual fund,LHVN-DSSF,2022-12-29,6.6886,359636.43
mutual fund,LHVN-DSSF,2022-12-30,6.7061,475874.75
mutual fund,LHVN-DSSF,2023-01-03,6.8592,536347.09
mutual fund,LHVN-DSSF,2023-01-04,6.8457,535290.33
mutual fund,LHVN-DSSF,2023-01-05,6.8942,549174.37
mutual fund,LHVN-DSSF,2023-01-06,6.883,548282.5
mutual fund,LHVN-DSSF,2023-01-09,6.8137,542978.95
mutual fund,LHVN-DSSF,2023-01-10,6.8203,543506.13
mutual fund,LHVN-DSSF,2023-01-11,6.7906,541140.48
mutual fund,LHVN-DSSF,2023-01-12,6.7895,541056.38
mutual fund,LHVN-DSSF,2023-01-13,6.7522,538082.28
mutual fund,LHVN-DSSF,2023-01-16,6.7556,538354.86
mutual fund,LHVN-DSSF,2023-01-17,6.9229,551680.63
mutual fund,LHVN-DSSF,2023-01-18,6.9531,544182.75
mutual fund,LHVN-DSSF,2023-01-19,7.0257,549844.46
mutual fund,LHVN-DSSF,2023-01-20,6.9928,547270.97
mutual fund,LHVN-DSSF,2023-01-23,6.9799,546266.33
mutual fund,LHVN-DSSF,2023-01-24,6.9929,547277.66
mutual fund,LHVN-DSSF,2023-01-25,6.9903,547074.27
mutual fund,LHVN-DSSF,2023-01-26,6.9822,546444.11
mutual fund,LHVN-DSSF,2023-01-27,7.0619,552683.12
mutual fund,LHVN-DSSF,2023-01-30,6.9642,545031.4
mutual fund,LHVN-DSSF,2023-01-31,7.0452,551370.27
mutual fund,KT-VIETNAM RMF,2022-11-23,9.9991,8038146.8
mutual fund,KT-VIETNAM RMF,2022-11-24,9.9983,8037470.75
mutual fund,KT-VIETNAM RMF,2022-11-25,9.9974,8036794.75
mutual fund,KT-VIETNAM RMF,2022-11-28,9.9949,8034766.9
mutual fund,KT-VIETNAM RMF,2022-11-29,9.9133,8796566.62
mutual fund,KT-VIETNAM RMF,2022-11-30,9.9179,10317516.35
mutual fund,KT-VIETNAM RMF,2022-12-01,9.6857,11988535.97
mutual fund,KT-VIETNAM RMF,2022-12-02,9.9302,15763772.31
mutual fund,KT-VIETNAM RMF,2022-12-06,9.9744,16593690.85
mutual fund,KT-VIETNAM RMF,2022-12-07,9.9104,19799887.63
mutual fund,KT-VIETNAM RMF,2022-12-08,9.8612,21675059.68
mutual fund,KT-VIETNAM RMF,2022-12-09,9.9512,23743751.56
mutual fund,KT-VIETNAM RMF,2022-12-13,9.841,24116629.58
mutual fund,KT-VIETNAM RMF,2022-12-14,9.8311,25649064.44
mutual fund,KT-VIETNAM RMF,2022-12-15,9.9674,27960535.37
mutual fund,KT-VIETNAM RMF,2022-12-16,9.9119,29770811.42
mutual fund,KT-VIETNAM RMF,2022-12-19,9.7622,31349848.4
mutual fund,KT-VIETNAM RMF,2022-12-20,9.5551,33000187.64
mutual fund,KT-VIETNAM RMF,2022-12-21,9.556,35270627.24
mutual fund,KT-VIETNAM RMF,2022-12-22,9.5662,37440040.74
mutual fund,KT-VIETNAM RMF,2022-12-23,9.6026,40086242.97
mutual fund,KT-VIETNAM RMF,2022-12-27,9.3903,41663943.84
mutual fund,KT-VIETNAM RMF,2022-12-28,9.4485,54214175.35
mutual fund,KT-VIETNAM RMF,2022-12-29,9.3487,60053315.89
mutual fund,KT-VIETNAM RMF,2022-12-30,9.3176,67169383.94
mutual fund,KT-VIETNAM RMF,2023-01-03,9.5664,73846004.28
mutual fund,KT-VIETNAM RMF,2023-01-04,9.5126,75841463.38
mutual fund,KT-VIETNAM RMF,2023-01-05,9.5906,76820028.92
mutual fund,KT-VIETNAM RMF,2023-01-06,9.5599,76932537.98
mutual fund,KT-VIETNAM RMF,2023-01-09,9.4722,76563586.17
mutual fund,KT-VIETNAM RMF,2023-01-10,9.4634,77272012.84
mutual fund,KT-VIETNAM RMF,2023-01-11,9.449,77013387.78
mutual fund,KT-VIETNAM RMF,2023-01-12,9.4346,78009690.89
mutual fund,KT-VIETNAM RMF,2023-01-13,9.3554,78081983.58
mutual fund,KT-VIETNAM RMF,2023-01-17,9.6323,80999871.02
mutual fund,KT-VIETNAM RMF,2023-01-18,9.6546,80763387.0
mutual fund,KT-VIETNAM RMF,2023-01-19,9.7367,81515214.0
mutual fund,KT-VIETNAM RMF,2023-01-20,9.6546,80893963.58
mutual fund,KT-VIETNAM RMF,2023-01-27,9.7756,81907707.81
mutual fund,KT-VIETNAM RMF,2023-01-30,9.6286,82635823.59
mutual fund,KT-VIETNAM RMF,2023-01-31,9.7354,84418500.61
mutual fund,TVIETNAMRMF-P,2022-12-01,9.9839,0.0
mutual fund,TVIETNAMRMF-P,2022-12-02,9.9593,0.0
mutual fund,TVIETNAMRMF-P,2022-12-06,9.9876,0.0
mutual fund,TVIETNAMRMF-P,2022-12-07,9.9867,0.0
mutual fund,TVIETNAMRMF-P,2022-12-08,9.9232,0.0
mutual fund,TVIETNAMRMF-P,2022-12-09,10.1276,0.0
mutual fund,TVIETNAMRMF-P,2022-12-13,10.1178,0.0
mutual fund,TVIETNAMRMF-P,2022-12-14,10.0883,3248158.54
mutual fund,TVIETNAMRMF-P,2022-12-15,10.2068,3286321.06
mutual fund,TVIETNAMRMF-P,2022-12-16,10.142,3265463.6
mutual fund,TVIETNAMRMF-P,2022-12-19,9.9578,3206163.94
mutual fund,TVIETNAMRMF-P,2022-12-20,9.8024,3156109.4
mutual fund,TVIETNAMRMF-P,2022-12-21,9.7993,3155099.37
mutual fund,TVIETNAMRMF-P,2022-12-22,9.8252,3163442.27
mutual fund,TVIETNAMRMF-P,2022-12-23,9.8935,3185434.25
mutual fund,TVIETNAMRMF-P,2022-12-26,9.8906,3184497.88
mutual fund,TVIETNAMRMF-P,2022-12-27,9.6696,3113348.78
mutual fund,TVIETNAMRMF-P,2022-12-28,9.7187,3129150.04
mutual fund,TVIETNAMRMF-P,2022-12-29,9.6773,3115849.26
mutual fund,TVIETNAMRMF-P,2022-12-30,9.6526,3455036.15
mutual fund,TVIETNAMRMF-P,2023-01-03,9.9431,3559023.57
mutual fund,TVIETNAMRMF-P,2023-01-04,9.8952,3541883.92
mutual fund,TVIETNAMRMF-P,2023-01-05,9.8818,3537079.15
mutual fund,TVIETNAMRMF-P,2023-01-06,9.9314,3554840.96
mutual fund,TVIETNAMRMF-P,2023-01-09,9.7659,3495594.61
mutual fund,TVIETNAMRMF-P,2023-01-10,9.7876,3503352.95
mutual fund,TVIETNAMRMF-P,2023-01-11,9.8257,3516998.94
mutual fund,TVIETNAMRMF-P,2023-01-12,9.8051,3691749.69
mutual fund,TVIETNAMRMF-P,2023-01-13,9.6803,3644737.46
mutual fund,TVIETNAMRMF-P,2023-01-16,9.6998,3927274.64
mutual fund,TVIETNAMRMF-P,2023-01-17,9.9229,4017588.03
mutual fund,TVIETNAMRMF-P,2023-01-18,9.9291,4020116.88
mutual fund,TVIETNAMRMF-P,2023-01-19,10.0396,4064841.0
mutual fund,TVIETNAMRMF-P,2023-01-20,9.9988,4048318.55
mutual fund,TVIETNAMRMF-P,2023-01-23,10.0288,4060489.68
mutual fund,TVIETNAMRMF-P,2023-01-24,9.987,4043560.06
mutual fund,TVIETNAMRMF-P,2023-01-25,9.9662,4035152.04
mutual fund,TVIETNAMRMF-P,2023-01-26,9.959,4032215.42
mutual fund,TVIETNAMRMF-P,2023-01-27,10.0667,4075827.66
mutual fund,TVIETNAMRMF-P,2023-01-30,9.9014,4008886.84
mutual fund,TVIETNAMRMF-P,2023-01-31,10.0751,4079214.45
mutual fund,TVIETNAMRMF-A,2022-12-01,9.9839,6494562.45
mutual fund,TVIETNAMRMF-A,2022-12-02,9.9593,6478530.45
mutual fund,TVIETNAMRMF-A,2022-12-06,9.9876,6496992.77
mutual fund,TVIETNAMRMF-A,2022-12-07,9.9867,7076322.57
mutual fund,TVIETNAMRMF-A,2022-12-08,9.9232,7560948.18
mutual fund,TVIETNAMRMF-A,2022-12-09,10.1276,7716677.7
mutual fund,TVIETNAMRMF-A,2022-12-13,10.1178,8790264.8
mutual fund,TVIETNAMRMF-A,2022-12-14,10.0882,9188028.34
mutual fund,TVIETNAMRMF-A,2022-12-15,10.2068,9609620.42
mutual fund,TVIETNAMRMF-A,2022-12-16,10.142,9664887.96
mutual fund,TVIETNAMRMF-A,2022-12-19,9.9578,10856625.31
mutual fund,TVIETNAMRMF-A,2022-12-20,9.8024,10953562.59
mutual fund,TVIETNAMRMF-A,2022-12-21,9.7992,11646834.12
mutual fund,TVIETNAMRMF-A,2022-12-22,9.8251,12232594.97
mutual fund,TVIETNAMRMF-A,2022-12-23,9.8935,13970621.46
mutual fund,TVIETNAMRMF-A,2022-12-26,9.8905,14440375.38
mutual fund,TVIETNAMRMF-A,2022-12-27,9.6696,14117743.79
mutual fund,TVIETNAMRMF-A,2022-12-28,9.7187,17758670.53
mutual fund,TVIETNAMRMF-A,2022-12-29,9.6774,19431895.66
mutual fund,TVIETNAMRMF-A,2022-12-30,9.6526,21898823.6
mutual fund,TVIETNAMRMF-A,2023-01-03,9.9432,24023278.42
mutual fund,TVIETNAMRMF-A,2023-01-04,9.8953,23957345.58
mutual fund,TVIETNAMRMF-A,2023-01-05,9.8818,23929839.36
mutual fund,TVIETNAMRMF-A,2023-01-06,9.9315,23676835.24
mutual fund,TVIETNAMRMF-A,2023-01-09,9.7659,23282228.02
mutual fund,TVIETNAMRMF-A,2023-01-10,9.7876,23349937.58
mutual fund,TVIETNAMRMF-A,2023-01-11,9.8257,23440888.46
mutual fund,TVIETNAMRMF-A,2023-01-12,9.8052,23510643.42
mutual fund,TVIETNAMRMF-A,2023-01-13,9.6803,23299116.59
mutual fund,TVIETNAMRMF-A,2023-01-16,9.6998,23360167.12
mutual fund,TVIETNAMRMF-A,2023-01-17,9.9229,23897368.11
mutual fund,TVIETNAMRMF-A,2023-01-18,9.9291,23935754.3
mutual fund,TVIETNAMRMF-A,2023-01-19,10.0396,24430934.87
mutual fund,TVIETNAMRMF-A,2023-01-20,9.9988,24410644.39
mutual fund,TVIETNAMRMF-A,2023-01-23,10.0289,24484034.09
mutual fund,TVIETNAMRMF-A,2023-01-24,9.987,24381951.48
mutual fund,TVIETNAMRMF-A,2023-01-25,9.9663,24331252.63
mutual fund,TVIETNAMRMF-A,2023-01-26,9.959,24313545.36
mutual fund,TVIETNAMRMF-A,2023-01-27,10.0667,24576519.43
mutual fund,TVIETNAMRMF-A,2023-01-30,9.9014,24172878.1
mutual fund,TVIETNAMRMF-A,2023-01-31,10.0751,24640407.35
mutual fund,DAOL-VIETGROWTH,2022-04-29,9.9981,26099969.36
mutual fund,DAOL-VIETGROWTH,2022-05-06,9.9234,25904973.24
mutual fund,DAOL-VIETGROWTH,2022-05-10,9.7629,25485976.18
mutual fund,DAOL-VIETGROWTH,2022-05-11,9.795,34465794.87
mutual fund,DAOL-VIETGROWTH,2022-05-12,9.5569,38429644.87
mutual fund,DAOL-VIETGROWTH,2022-05-13,9.3436,39498630.26
mutual fund,DAOL-VIETGROWTH,2022-05-17,9.4745,42049970.77
mutual fund,DAOL-VIETGROWTH,2022-05-18,9.4932,42231454.95
mutual fund,DAOL-VIETGROWTH,2022-05-19,9.4802,46177982.23
mutual fund,DAOL-VIETGROWTH,2022-05-20,9.4496,46040474.2
mutual fund,DAOL-VIETGROWTH,2022-05-23,9.3625,45616007.27
mutual fund,DAOL-VIETGROWTH,2022-05-24,9.4346,46066560.11
mutual fund,DAOL-VIETGROWTH,2022-05-25,9.6246,47551156.5
mutual fund,DAOL-VIETGROWTH,2022-05-27,9.7354,49693404.66
mutual fund,DAOL-VIETGROWTH,2022-05-31,9.6924,52004643.57
mutual fund,DAOL-VIETGROWTH,2022-06-02,9.6867,62607670.85
mutual fund,DAOL-VIETGROWTH,2022-06-07,9.7532,75377003.72
mutual fund,DAOL-VIETGROWTH,2022-06-08,9.8198,76908756.18
mutual fund,DAOL-VIETGROWTH,2022-06-09,9.8429,77109838.55
mutual fund,DAOL-VIETGROWTH,2022-06-10,9.6156,78408890.66
mutual fund,DAOL-VIETGROWTH,2022-06-13,9.1581,72941044.36
mutual fund,DAOL-VIETGROWTH,2022-06-14,9.2236,73473355.7
mutual fund,DAOL-VIETGROWTH,2022-06-15,9.176,73093686.07
mutual fund,DAOL-VIETGROWTH,2022-06-16,9.3639,74892545.97
mutual fund,DAOL-VIETGROWTH,2022-06-17,9.2521,75553292.52
mutual fund,DAOL-VIETGROWTH,2022-06-21,8.8732,72477003.11
mutual fund,DAOL-VIETGROWTH,2022-06-22,8.8293,73490394.22
mutual fund,DAOL-VIETGROWTH,2022-06-24,9.0012,73969248.44
mutual fund,DAOL-VIETGROWTH,2022-06-27,9.0597,75448244.28
mutual fund,DAOL-VIETGROWTH,2022-06-28,9.1809,77488534.93
mutual fund,DAOL-VIETGROWTH,2022-06-29,9.2543,78356577.09
mutual fund,DAOL-VIETGROWTH,2022-06-30,9.056,79570121.08
mutual fund,DAOL-VIETGROWTH,2022-07-01,9.0805,80575991.89
mutual fund,DAOL-VIETGROWTH,2022-07-05,8.9399,79764218.46
mutual fund,DAOL-VIETGROWTH,2022-07-06,8.772,78266748.9
mutual fund,DAOL-VIETGROWTH,2022-07-07,8.8333,78419894.0
mutual fund,DAOL-VIETGROWTH,2022-07-08,8.8449,80495178.15
mutual fund,DAOL-VIETGROWTH,2022-07-11,8.7229,79385441.13
mutual fund,DAOL-VIETGROWTH,2022-07-12,8.8262,80325750.77
mutual fund,DAOL-VIETGROWTH,2022-07-14,8.8409,80457823.01
mutual fund,DAOL-VIETGROWTH,2022-07-15,8.8023,80106372.28
mutual fund,DAOL-VIETGROWTH,2022-07-18,8.8102,75703454.18
mutual fund,DAOL-VIETGROWTH,2022-07-19,8.8279,76151960.88
mutual fund,DAOL-VIETGROWTH,2022-07-20,8.9426,77140994.88
mutual fund,DAOL-VIETGROWTH,2022-07-21,8.9672,77353482.28
mutual fund,DAOL-VIETGROWTH,2022-07-22,8.9622,79295264.57
mutual fund,DAOL-VIETGROWTH,2022-07-25,8.9251,82027514.08
mutual fund,DAOL-VIETGROWTH,2022-07-26,8.9052,83419393.12
mutual fund,DAOL-VIETGROWTH,2022-07-27,8.9125,83982128.73
mutual fund,DAOL-VIETGROWTH,2022-08-01,9.0883,86574156.89
mutual fund,DAOL-VIETGROWTH,2022-08-02,9.0825,87504040.38
mutual fund,DAOL-VIETGROWTH,2022-08-03,9.1154,87827490.75
mutual fund,DAOL-VIETGROWTH,2022-08-04,9.1171,84254222.88
mutual fund,DAOL-VIETGROWTH,2022-08-05,9.0924,84025670.62
mutual fund,DAOL-VIETGROWTH,2022-08-08,9.1434,88361768.95
mutual fund,DAOL-VIETGROWTH,2022-08-09,9.1411,87910424.93
mutual fund,DAOL-VIETGROWTH,2022-08-10,9.1293,87797151.78
mutual fund,DAOL-VIETGROWTH,2022-08-11,9.0806,89290222.54
mutual fund,DAOL-VIETGROWTH,2022-08-16,9.201,91078642.86
mutual fund,DAOL-VIETGROWTH,2022-08-17,9.1936,91497438.49
mutual fund,DAOL-VIETGROWTH,2022-08-18,9.1803,91856408.26
mutual fund,DAOL-VIETGROWTH,2022-08-19,9.1391,89366610.65
mutual fund,DAOL-VIETGROWTH,2022-08-22,9.1457,89431257.04
mutual fund,DAOL-VIETGROWTH,2022-08-23,9.2067,89013093.8
mutual fund,DAOL-VIETGROWTH,2022-08-24,9.2183,87911483.11
mutual fund,DAOL-VIETGROWTH,2022-08-25,9.2964,88657573.21
mutual fund,DAOL-VIETGROWTH,2022-08-26,9.2699,86397356.35
mutual fund,DAOL-VIETGROWTH,2022-08-29,9.2159,85892480.99
mutual fund,DAOL-VIETGROWTH,2022-08-30,9.2247,85528616.38
mutual fund,DAOL-VIETGROWTH,2022-08-31,9.267,89385115.12
mutual fund,DAOL-VIETGROWTH,2022-09-06,9.1747,89080262.76
mutual fund,DAOL-VIETGROWTH,2022-09-07,8.9501,87733153.83
mutual fund,DAOL-VIETGROWTH,2022-09-08,8.9276,87303455.34
mutual fund,DAOL-VIETGROWTH,2022-09-13,8.9556,87577676.1
mutual fund,DAOL-VIETGROWTH,2022-09-14,8.916,88221011.0
mutual fund,DAOL-VIETGROWTH,2022-09-15,8.9212,88272777.48
mutual fund,DAOL-VIETGROWTH,2022-09-16,8.793,87002975.05
mutual fund,DAOL-VIETGROWTH,2022-09-19,8.5441,84539927.94
mutual fund,DAOL-VIETGROWTH,2022-09-20,8.6444,87026278.48
mutual fund,DAOL-VIETGROWTH,2022-09-21,8.5642,86218728.35
mutual fund,DAOL-VIETGROWTH,2022-09-22,8.5983,86570288.21
mutual fund,DAOL-VIETGROWTH,2022-09-23,8.5564,86932534.63
mutual fund,DAOL-VIETGROWTH,2022-09-26,8.2986,84313723.45
mutual fund,DAOL-VIETGROWTH,2022-09-27,8.2975,87488267.26
mutual fund,DAOL-VIETGROWTH,2022-09-28,8.1924,86379557.26
mutual fund,DAOL-VIETGROWTH,2022-09-29,8.0802,85293682.41
mutual fund,DAOL-VIETGROWTH,2022-09-30,8.1716,87744902.3
mutual fund,DAOL-VIETGROWTH,2022-10-04,7.8079,97781188.74
mutual fund,DAOL-VIETGROWTH,2022-10-05,7.9429,95433735.34
mutual fund,DAOL-VIETGROWTH,2022-10-06,7.6776,92247589.42
mutual fund,DAOL-VIETGROWTH,2022-10-07,7.3789,88658445.2
mutual fund,DAOL-VIETGROWTH,2022-10-11,7.2021,86534576.63
mutual fund,DAOL-VIETGROWTH,2022-10-12,7.4536,87812139.41
mutual fund,DAOL-VIETGROWTH,2022-10-17,7.4923,88268563.18
mutual fund,DAOL-VIETGROWTH,2022-10-18,7.4978,88325298.92
mutual fund,DAOL-VIETGROWTH,2022-10-19,7.468,88028656.47
mutual fund,DAOL-VIETGROWTH,2022-10-20,7.4481,88481097.81
mutual fund,DAOL-VIETGROWTH,2022-10-21,7.0546,84133176.6
mutual fund,DAOL-VIETGROWTH,2022-10-25,6.8225,81364912.3
mutual fund,DAOL-VIETGROWTH,2022-10-26,6.8038,84582217.4
mutual fund,DAOL-VIETGROWTH,2022-10-27,7.0182,87246557.17
mutual fund,DAOL-VIETGROWTH,2022-10-28,7.0416,88526219.85
mutual fund,DAOL-VIETGROWTH,2022-10-31,7.053,89715753.47
mutual fund,DAOL-VIETGROWTH,2022-11-02,7.0437,96535181.55
mutual fund,DAOL-VIETGROWTH,2022-11-03,7.0782,95672737.63
mutual fund,DAOL-VIETGROWTH,2022-11-04,6.9872,94464360.15
mutual fund,DAOL-VIETGROWTH,2022-11-07,6.8332,92381826.9
mutual fund,DAOL-VIETGROWTH,2022-11-08,6.8782,92990443.7
mutual fund,DAOL-VIETGROWTH,2022-11-09,6.8175,92169845.59
mutual fund,DAOL-VIETGROWTH,2022-11-10,6.5722,86541518.45
mutual fund,DAOL-VIETGROWTH,2022-11-14,6.5412,86133489.65
mutual fund,DAOL-VIETGROWTH,2022-11-15,6.2922,82855431.5
mutual fund,DAOL-VIETGROWTH,2022-11-16,6.4554,83731254.34
mutual fund,DAOL-VIETGROWTH,2022-11-17,6.5538,85407173.17
mutual fund,DAOL-VIETGROWTH,2022-11-18,6.5689,86465844.56
mutual fund,DAOL-VIETGROWTH,2022-11-21,6.5475,94458371.95
mutual fund,DAOL-VIETGROWTH,2022-11-22,6.5406,94358573.77
mutual fund,DAOL-VIETGROWTH,2022-11-23,6.5558,94578568.07
mutual fund,DAOL-VIETGROWTH,2022-11-25,6.695,96587082.33
mutual fund,DAOL-VIETGROWTH,2022-11-28,6.8628,99897424.63
mutual fund,DAOL-VIETGROWTH,2022-11-29,6.939,101006363.65
