index,date,value,amount
VN100,2017-02-22,657.28,160.60K
VN100,2017-02-23,656.64,150.45K
VN100,2017-02-24,653.42,173.03K
VN100,2017-02-27,656.86,132.99K
VN100,2017-02-28,649.26,128.35K
VN100,2017-03-01,647.67,161.39K
VN100,2017-03-02,645.87,126.40K
VN100,2017-03-03,648.25,116.30K
VN100,2017-03-06,650.81,110.59K
VN100,2017-03-07,652.78,128.64K
VN100,2017-03-08,655.52,119.07K
VN100,2017-03-09,656.24,134.88K
VN100,2017-03-10,655.78,140.44K
VN100,2017-03-13,654.96,88.05K
VN100,2017-03-14,657.49,86.10K
VN100,2017-03-15,656.64,93.58K
VN100,2017-03-16,661.48,122.02K
VN100,2017-03-17,661.35,199.38K
VN100,2017-03-20,667.78,111.66K
VN100,2017-03-21,670.43,162.83K
VN100,2017-03-22,667.6,199.68K
VN100,2017-03-23,676.66,132.02K
VN100,2017-03-24,677.83,156.07K
VN100,2017-03-27,680.09,155.61K
VN100,2017-03-28,676.0,131.77K
VN100,2017-03-29,678.37,120.44K
VN100,2017-03-30,681.05,132.97K
VN100,2017-03-31,681.34,145.70K
VN100,2017-04-03,684.65,128.58K
VN100,2017-04-04,686.4,139.19K
VN100,2017-04-05,680.4,155.27K
VN100,2017-04-07,685.04,144.02K
VN100,2017-04-10,685.75,99.00K
VN100,2017-04-11,687.35,150.63K
VN100,2017-04-12,682.44,155.24K
VN100,2017-04-13,679.48,124.88K
VN100,2017-04-14,671.12,134.93K
VN100,2017-04-17,662.42,101.56K
VN100,2017-04-18,668.36,108.84K
VN100,2017-04-19,673.71,107.01K
VN100,2017-04-20,669.03,87.77K
VN100,2017-04-21,668.58,86.24K
VN100,2017-04-24,664.37,80.72K
VN100,2017-04-25,665.85,72.00K
VN100,2017-04-26,670.75,89.25K
VN100,2017-04-27,677.92,119.15K
VN100,2017-04-28,677.53,123.15K
VN100,2017-05-03,681.29,115.18K
VN100,2017-05-04,682.84,137.52K
VN100,2017-05-05,682.71,123.65K
VN100,2017-05-08,682.02,133.44K
VN100,2017-05-09,688.75,146.43K
VN100,2017-05-10,690.39,134.18K
VN100,2017-05-11,690.76,113.44K
VN100,2017-05-12,691.83,107.29K
VN100,2017-05-15,697.01,150.26K
VN100,2017-05-16,694.6,186.49K
VN100,2017-05-17,698.25,127.68K
VN100,2017-05-18,696.97,147.31K
VN100,2017-05-19,702.7,143.59K
VN100,2017-05-22,709.14,165.95K
VN100,2017-05-23,706.92,198.24K
VN100,2017-05-24,715.37,138.84K
VN100,2017-05-25,715.34,130.46K
VN100,2017-05-26,718.1,111.05K
VN100,2017-05-29,720.03,148.25K
VN100,2017-05-30,709.47,161.02K
VN100,2017-05-31,710.75,116.45K
VN100,2017-06-01,716.55,86.31K
VN100,2017-06-02,716.51,96.26K
VN100,2017-06-05,718.69,97.45K
VN100,2017-06-06,727.48,111.33K
VN100,2017-06-07,731.53,117.76K
VN100,2017-06-08,732.0,106.04K
VN100,2017-06-09,733.28,107.10K
VN100,2017-06-12,731.12,107.28K
VN100,2017-06-13,734.83,96.81K
VN100,2017-06-14,737.0,111.85K
VN100,2017-06-15,738.68,109.36K
VN100,2017-06-16,742.12,143.61K
VN100,2017-06-19,749.57,115.60K
VN100,2017-06-20,751.34,104.89K
VN100,2017-06-21,752.16,127.15K
VN100,2017-06-22,752.25,114.99K
VN100,2017-06-23,754.04,132.60K
VN100,2017-06-26,756.71,145.68K
VN100,2017-06-27,750.51,146.07K
VN100,2017-06-28,752.83,103.00K
VN100,2017-06-29,756.58,114.89K
VN100,2017-06-30,760.42,110.47K
VN100,2017-07-03,760.58,114.94K
VN100,2017-07-04,758.44,114.74K
VN100,2017-07-05,760.65,120.85K
VN100,2017-07-06,764.3,127.72K
VN100,2017-07-07,756.48,148.22K
VN100,2017-07-10,745.33,130.28K
VN100,2017-07-11,748.47,113.53K
VN100,2017-07-12,754.02,99.89K
VN100,2017-07-13,757.53,108.40K
VN100,2017-07-14,756.84,102.26K
VN100,2017-07-17,744.63,147.14K
VN100,2017-07-18,739.24,105.67K
VN100,2017-07-19,737.82,126.44K
VN100,2017-07-20,736.23,104.78K
VN100,2017-07-21,728.69,101.22K
VN100,2017-07-24,727.86,93.05K
VN100,2017-07-25,735.41,82.09K
VN100,2017-07-26,744.78,127.66K
VN100,2017-07-27,742.97,129.35K
VN100,2017-07-28,748.63,113.36K
VN100,2017-07-31,753.39,188.06K
VN100,2017-08-01,754.12,140.77K
VN100,2017-08-02,751.78,132.57K
VN100,2017-08-03,753.94,128.05K
VN100,2017-08-04,757.05,112.62K
VN100,2017-08-07,758.37,126.99K
VN100,2017-08-08,752.89,137.19K
VN100,2017-08-09,737.19,176.77K
VN100,2017-08-10,738.14,108.50K
VN100,2017-08-11,739.34,103.28K
VN100,2017-08-14,745.48,91.47K
VN100,2017-08-15,740.75,83.34K
VN100,2017-08-16,743.15,96.06K
VN100,2017-08-17,736.43,109.29K
VN100,2017-08-18,737.41,87.11K
VN100,2017-08-21,736.78,97.61K
VN100,2017-08-22,731.71,91.60K
VN100,2017-08-23,735.71,102.49K
VN100,2017-08-24,739.9,159.63K
VN100,2017-08-25,742.81,155.39K
VN100,2017-08-28,749.08,175.34K
VN100,2017-08-29,746.7,201.62K
VN100,2017-08-30,754.8,144.22K
VN100,2017-08-31,758.17,136.46K
VN100,2017-09-01,762.08,87.99K
VN100,2017-09-05,764.04,111.92K
VN100,2017-09-06,763.26,98.26K
VN100,2017-09-07,765.3,97.93K
VN100,2017-09-08,769.2,89.38K
VN100,2017-09-11,763.5,101.45K
VN100,2017-09-12,766.76,94.85K
VN100,2017-09-13,771.38,95.84K
VN100,2017-09-14,773.89,101.11K
VN100,2017-09-15,774.0,103.03K
VN100,2017-09-18,777.94,113.22K
VN100,2017-09-19,776.98,112.20K
VN100,2017-09-20,775.94,89.98K
VN100,2017-09-21,773.53,91.76K
VN100,2017-09-22,776.05,107.72K
VN100,2017-09-25,775.84,88.36K
VN100,2017-09-26,777.14,110.20K
VN100,2017-09-27,774.31,106.48K
VN100,2017-09-28,774.77,116.79K
VN100,2017-09-29,776.75,86.54K
VN100,2017-10-02,773.87,70.46K
VN100,2017-10-03,770.05,105.42K
VN100,2017-10-04,777.94,70.43K
VN100,2017-10-05,778.83,99.54K
VN100,2017-10-06,781.12,87.75K
VN100,2017-10-09,782.37,90.95K
VN100,2017-10-10,786.47,94.95K
VN100,2017-10-11,787.63,104.79K
VN100,2017-10-12,789.56,97.15K
VN100,2017-10-13,794.5,98.84K
VN100,2017-10-16,791.23,99.93K
VN100,2017-10-17,796.24,117.80K
VN100,2017-10-18,793.55,123.34K
VN100,2017-10-19,793.67,95.19K
VN100,2017-10-20,789.24,122.77K
VN100,2017-10-23,782.76,140.76K
VN100,2017-10-24,787.76,97.55K
VN100,2017-10-25,792.8,81.42K
VN100,2017-10-26,791.64,126.01K
VN100,2017-10-27,801.3,89.30K
VN100,2017-10-30,801.07,120.88K
VN100,2017-10-31,795.48,116.87K
VN100,2017-11-01,798.0,110.13K
VN100,2017-11-02,790.1,119.70K
VN100,2017-11-03,800.26,107.20K
VN100,2017-11-06,807.09,95.11K
VN100,2017-11-07,808.93,105.89K
VN100,2017-11-08,816.63,109.90K
VN100,2017-11-09,818.4,101.38K
VN100,2017-11-10,823.35,112.55K
VN100,2017-11-13,833.07,147.40K
VN100,2017-11-14,835.41,112.31K
VN100,2017-11-15,841.62,110.72K
VN100,2017-11-16,853.32,119.69K
VN100,2017-11-17,851.46,111.38K
VN100,2017-11-20,862.93,103.52K
VN100,2017-11-21,870.48,146.03K
VN100,2017-11-22,878.94,132.14K
VN100,2017-11-23,879.91,152.94K
VN100,2017-11-24,884.57,150.68K
VN100,2017-11-27,890.78,160.29K
VN100,2017-11-28,893.84,267.66K
VN100,2017-11-29,902.09,150.95K
VN100,2017-11-30,899.65,163.32K
VN100,2017-12-01,909.02,153.45K
VN100,2017-12-04,921.6,191.63K
VN100,2017-12-05,903.1,178.88K
VN100,2017-12-06,899.24,172.08K
VN100,2017-12-07,891.26,116.01K
VN100,2017-12-08,892.94,108.60K
VN100,2017-12-11,875.0,128.38K
VN100,2017-12-12,878.95,171.13K
VN100,2017-12-13,877.91,87.20K
VN100,2017-12-14,891.84,98.40K
VN100,2017-12-15,890.41,177.28K
VN100,2017-12-18,910.97,176.25K
VN100,2017-12-19,906.73,138.29K
VN100,2017-12-20,908.27,117.31K
VN100,2017-12-21,899.21,107.68K
VN100,2017-12-22,905.93,99.63K
VN100,2017-12-25,907.5,78.68K
VN100,2017-12-26,913.48,95.09K
VN100,2017-12-27,914.61,125.93K
VN100,2017-12-28,921.62,103.91K
VN100,2017-12-29,928.61,136.10K
VN100,2018-01-02,941.57,132.23K
VN100,2018-01-03,952.55,158.33K
VN100,2018-01-04,962.11,177.65K
VN100,2018-01-05,956.45,179.75K
VN100,2018-01-08,968.85,174.09K
VN100,2018-01-09,981.21,211.94K
VN100,2018-01-10,983.54,250.43K
VN100,2018-01-11,989.3,197.76K
VN100,2018-01-12,991.75,217.87K
VN100,2018-01-15,1004.0,189.58K
VN100,2018-01-16,1002.98,217.93K
VN100,2018-01-17,974.37,197.16K
VN100,2018-01-18,989.17,183.75K
VN100,2018-01-19,994.65,193.28K
VN100,2018-01-22,1017.99,175.02K
VN100,2018-01-23,1017.99,175.02K
VN100,2018-01-25,1028.57,317.57K
VN100,2018-01-26,1036.05,188.41K
VN100,2018-01-29,1029.59,194.93K
VN100,2018-01-30,1033.29,210.79K
VN100,2018-01-31,1029.08,226.63K
VN100,2018-02-01,1019.91,169.34K
VN100,2018-02-02,1023.22,121.31K
VN100,2018-02-05,972.37,185.97K
VN100,2018-02-06,944.1,275.10K
VN100,2018-02-07,966.07,140.02K
VN100,2018-02-08,951.29,115.28K
VN100,2018-02-09,936.65,139.98K
VN100,2018-02-12,969.73,118.93K
VN100,2018-02-13,987.51,107.38K
VN100,2018-02-21,1007.31,126.15K
VN100,2018-02-22,997.24,141.67K
VN100,2018-02-23,1018.89,135.94K
VN100,2018-02-26,1024.3,168.11K
VN100,2018-02-27,1028.66,133.02K
VN100,2018-02-28,1030.78,161.46K
VN100,2018-03-01,1028.26,157.40K
VN100,2018-03-02,1032.85,138.17K
VN100,2018-03-05,1014.5,189.66K
VN100,2018-03-06,1035.13,152.82K
VN100,2018-03-07,1028.08,175.08K
VN100,2018-03-08,1039.75,126.40K
VN100,2018-03-09,1040.27,135.96K
VN100,2018-03-12,1038.68,131.31K
VN100,2018-03-13,1044.93,146.09K
VN100,2018-03-14,1049.24,161.01K
VN100,2018-03-15,1044.81,147.57K
VN100,2018-03-16,1047.7,189.96K
VN100,2018-03-19,1061.29,161.95K
VN100,2018-03-20,1063.09,136.96K
VN100,2018-03-21,1075.04,157.20K
VN100,2018-03-22,1073.01,154.87K
VN100,2018-03-23,1058.59,186.19K
VN100,2018-03-26,1073.15,129.47K
VN100,2018-03-27,1075.58,151.35K
VN100,2018-03-28,1076.6,117.00K
VN100,2018-03-29,1071.88,99.68K
VN100,2018-03-30,1080.26,112.16K
VN100,2018-04-02,1095.67,170.24K
VN100,2018-04-03,1088.13,162.18K
VN100,2018-04-04,1095.33,139.21K
VN100,2018-04-05,1100.43,129.88K
VN100,2018-04-06,1105.15,159.95K
VN100,2018-04-09,1107.68,158.46K
VN100,2018-04-10,1097.25,178.42K
VN100,2018-04-11,1069.28,184.14K
VN100,2018-04-12,1074.97,127.43K
VN100,2018-04-13,1067.0,116.96K
VN100,2018-04-16,1061.78,100.95K
VN100,2018-04-17,1065.14,101.10K
VN100,2018-04-18,1052.59,99.42K
VN100,2018-04-19,1011.23,126.31K
VN100,2018-04-20,1030.57,105.24K
VN100,2018-04-23,998.39,136.36K
VN100,2018-04-24,996.29,125.02K
VN100,2018-04-26,966.26,137.96K
VN100,2018-04-27,976.37,112.88K
VN100,2018-05-02,961.93,115.01K
VN100,2018-05-03,958.76,128.83K
VN100,2018-05-04,960.6,97.69K
VN100,2018-05-07,991.92,92.56K
VN100,2018-05-08,990.01,96.21K
VN100,2018-05-09,989.08,86.57K
VN100,2018-05-10,965.41,103.09K
VN100,2018-05-11,975.29,93.10K
VN100,2018-05-14,993.04,76.16K
VN100,2018-05-15,996.8,86.04K
VN100,2018-05-16,980.21,81.08K
VN100,2018-05-17,958.46,76.00K
VN100,2018-05-18,969.49,85.38K
VN100,2018-05-21,947.55,71.97K
VN100,2018-05-22,912.27,117.57K
VN100,2018-05-23,920.27,89.57K
VN100,2018-05-24,913.4,76.50K
VN100,2018-05-25,892.99,90.54K
VN100,2018-05-28,856.83,140.67K
VN100,2018-05-29,881.56,112.36K
VN100,2018-05-30,875.36,79.24K
VN100,2018-05-31,900.09,105.42K
VN100,2018-06-01,918.67,118.96K
VN100,2018-06-04,943.33,104.94K
VN100,2018-06-05,954.9,122.16K
VN100,2018-06-06,969.27,106.46K
VN100,2018-06-07,972.55,109.85K
VN100,2018-06-08,971.86,85.32K
VN100,2018-06-11,969.33,92.50K
VN100,2018-06-12,954.67,130.75K
VN100,2018-06-13,962.98,69.65K
VN100,2018-06-14,952.98,106.46K
VN100,2018-06-15,952.69,107.41K
VN100,2018-06-18,921.98,107.97K
VN100,2018-06-19,896.39,155.02K
VN100,2018-06-20,915.51,81.80K
VN100,2018-06-21,904.64,67.41K
VN100,2018-06-22,920.01,71.69K
VN100,2018-06-25,927.98,87.36K
VN100,2018-06-26,921.17,86.09K
VN100,2018-06-27,910.52,98.19K
VN100,2018-06-28,896.46,98.18K
VN100,2018-06-29,896.39,76.95K
VN100,2018-07-02,879.92,111.21K
VN100,2018-07-03,844.56,122.86K
VN100,2018-07-04,853.63,85.99K
VN100,2018-07-05,837.72,94.22K
VN100,2018-07-06,857.38,106.13K
VN100,2018-07-09,850.49,78.02K
VN100,2018-07-10,848.98,67.89K
VN100,2018-07-11,833.88,108.70K
VN100,2018-07-12,836.98,66.76K
VN100,2018-07-13,850.7,93.51K
VN100,2018-07-16,856.08,83.90K
VN100,2018-07-17,867.98,102.79K
VN100,2018-07-18,887.3,146.04K
VN100,2018-07-19,892.24,125.96K
VN100,2018-07-20,882.06,132.47K
VN100,2018-07-23,885.54,154.89K
VN100,2018-07-24,880.71,129.98K
VN100,2018-07-25,875.49,148.04K
VN100,2018-07-26,879.35,130.25K
VN100,2018-07-27,886.44,118.48K
VN100,2018-07-30,898.32,135.46K
VN100,2018-07-31,901.97,175.39K
VN100,2018-08-01,897.35,137.96K
VN100,2018-08-02,895.85,149.46K
VN100,2018-08-03,899.68,119.94K
VN100,2018-08-06,898.42,114.04K
VN100,2018-08-07,893.59,95.81K
VN100,2018-08-08,901.18,100.99K
VN100,2018-08-09,899.41,120.53K
VN100,2018-08-10,903.2,130.37K
VN100,2018-08-13,912.53,136.71K
VN100,2018-08-14,917.31,111.40K
VN100,2018-08-15,901.71,130.93K
VN100,2018-08-16,903.29,119.93K
VN100,2018-08-17,902.43,88.77K
VN100,2018-08-20,901.57,121.71K
VN100,2018-08-21,911.31,127.52K
VN100,2018-08-22,914.72,128.87K
VN100,2018-08-23,916.59,102.14K
VN100,2018-08-24,916.1,113.52K
VN100,2018-08-27,920.21,133.08K
VN100,2018-08-28,924.15,118.25K
VN100,2018-08-29,919.63,105.27K
VN100,2018-08-30,928.5,115.17K
VN100,2018-08-31,923.27,120.23K
VN100,2018-09-04,907.77,124.59K
VN100,2018-09-05,898.34,115.35K
VN100,2018-09-06,889.86,99.11K
VN100,2018-09-07,901.08,107.07K
VN100,2018-09-10,899.33,98.59K
VN100,2018-09-11,914.43,104.30K
VN100,2018-09-12,914.23,121.28K
VN100,2018-09-13,913.64,99.91K
VN100,2018-09-14,916.15,105.92K
VN100,2018-09-17,911.2,94.20K
VN100,2018-09-18,917.56,116.17K
VN100,2018-09-19,920.69,143.28K
VN100,2018-09-20,928.69,118.80K
VN100,2018-09-21,931.19,197.57K
VN100,2018-09-24,939.67,115.50K
VN100,2018-09-25,940.55,140.19K
VN100,2018-09-26,940.97,150.53K
VN100,2018-09-27,946.15,119.24K
VN100,2018-09-28,949.8,159.85K
VN100,2018-10-01,946.14,167.62K
VN100,2018-10-02,944.15,145.91K
VN100,2018-10-03,946.85,108.09K
VN100,2018-10-04,950.31,125.84K
VN100,2018-10-05,938.08,138.87K
VN100,2018-10-08,929.04,131.77K
VN100,2018-10-09,926.11,130.60K
VN100,2018-10-10,923.97,124.11K
VN100,2018-10-11,878.94,264.48K
VN100,2018-10-12,900.64,148.17K
VN100,2018-10-15,887.38,86.45K
VN100,2018-10-16,897.27,81.12K
VN100,2018-10-17,903.68,99.32K
VN100,2018-10-18,895.62,81.49K
VN100,2018-10-19,891.39,95.86K
VN100,2018-10-22,882.08,93.29K
VN100,2018-10-23,867.42,136.88K
VN100,2018-10-24,856.63,91.75K
VN100,2018-10-25,848.46,118.80K
VN100,2018-10-26,841.2,95.77K
VN100,2018-10-29,835.14,84.09K
VN100,2018-10-30,833.37,84.37K
VN100,2018-10-31,857.13,112.84K
VN100,2018-11-01,845.07,84.59K
VN100,2018-11-02,859.52,121.60K
VN100,2018-11-05,860.78,83.72K
VN100,2018-11-06,857.36,80.02K
VN100,2018-11-07,856.71,85.32K
VN100,2018-11-08,858.92,91.78K
VN100,2018-11-09,845.87,94.98K
VN100,2018-11-12,847.62,73.87K
VN100,2018-11-13,835.42,93.00K
VN100,2018-11-14,834.35,86.70K
VN100,2018-11-15,828.14,90.62K
VN100,2018-11-16,831.39,101.87K
VN100,2018-11-19,848.46,86.44K
VN100,2018-11-20,852.15,86.23K
VN100,2018-11-21,855.8,82.15K
VN100,2018-11-22,857.46,79.48K
VN100,2018-11-23,850.09,74.81K
VN100,2018-11-26,853.8,57.38K
VN100,2018-11-27,854.25,72.55K
VN100,2018-11-28,859.78,61.91K
VN100,2018-11-29,856.24,76.98K
VN100,2018-11-30,854.79,90.65K
VN100,2018-12-03,878.73,116.16K
VN100,2018-12-04,884.1,137.63K
VN100,2018-12-05,881.8,112.05K
VN100,2018-12-06,880.23,109.86K
VN100,2018-12-07,886.34,111.01K
VN100,2018-12-10,880.27,88.03K
VN100,2018-12-11,879.64,84.98K
VN100,2018-12-12,885.02,102.83K
VN100,2018-12-13,886.15,104.34K
VN100,2018-12-14,878.42,98.96K
VN100,2018-12-17,862.23,108.05K
VN100,2018-12-18,852.11,112.46K
VN100,2018-12-19,845.23,91.13K
VN100,2018-12-20,841.94,72.45K
VN100,2018-12-21,838.36,85.13K
VN100,2018-12-24,837.7,77.00K
VN100,2018-12-25,828.83,116.29K
VN100,2018-12-26,824.82,70.05K
VN100,2018-12-27,830.28,76.73K
VN100,2018-12-28,820.11,85.61K
VN100,2019-01-02,819.48,64.95K
VN100,2019-01-03,804.9,96.79K
VN100,2019-01-04,806.83,79.85K
VN100,2019-01-07,816.76,59.75K
VN100,2019-01-08,811.9,63.29K
VN100,2019-01-09,821.13,80.68K
VN100,2019-01-10,822.79,69.16K
VN100,2019-01-11,825.78,74.18K
VN100,2019-01-14,824.56,70.05K
VN100,2019-01-15,829.97,69.30K
VN100,2019-01-16,829.19,75.71K
VN100,2019-01-17,820.52,86.76K
VN100,2019-01-18,821.68,65.85K
VN100,2019-01-21,829.41,85.03K
VN100,2019-01-22,827.09,84.56K
VN100,2019-01-23,829.74,73.15K
VN100,2019-01-24,832.69,65.11K
VN100,2019-01-25,833.94,65.90K
VN100,2019-01-28,834.96,55.84K
VN100,2019-01-29,838.19,58.40K
VN100,2019-01-30,835.8,61.55K
VN100,2019-01-31,833.78,76.68K
VN100,2019-02-01,829.92,68.61K
VN100,2019-02-11,847.14,75.14K
VN100,2019-02-12,857.95,130.83K
VN100,2019-02-13,865.77,130.35K
VN100,2019-02-14,870.83,108.01K
VN100,2019-02-15,868.74,105.97K
VN100,2019-02-18,876.96,113.50K
VN100,2019-02-19,880.56,148.68K
VN100,2019-02-20,885.24,104.27K
VN100,2019-02-21,900.29,121.81K
VN100,2019-02-22,901.58,142.72K
VN100,2019-02-25,908.89,134.07K
VN100,2019-02-26,902.11,148.37K
VN100,2019-02-27,905.52,154.49K
VN100,2019-02-28,880.8,149.95K
VN100,2019-03-01,892.08,99.52K
VN100,2019-03-04,904.79,154.28K
VN100,2019-03-05,900.19,166.16K
VN100,2019-03-06,901.39,119.17K
VN100,2019-03-07,900.24,126.74K
VN100,2019-03-08,891.93,121.81K
VN100,2019-03-11,893.27,92.25K
VN100,2019-03-12,905.72,127.31K
VN100,2019-03-13,910.21,139.86K
VN100,2019-03-14,910.41,120.13K
VN100,2019-03-15,904.2,140.33K
VN100,2019-03-18,910.4,126.58K
VN100,2019-03-19,905.1,130.20K
VN100,2019-03-20,900.88,115.98K
VN100,2019-03-21,883.15,123.28K
VN100,2019-03-22,888.26,102.15K
VN100,2019-03-25,869.28,123.81K
VN100,2019-03-26,870.51,95.29K
VN100,2019-03-27,877.01,74.07K
VN100,2019-03-28,879.36,83.34K
VN100,2019-03-29,877.83,91.28K
VN100,2019-04-01,884.66,91.48K
VN100,2019-04-02,883.08,94.93K
VN100,2019-04-03,881.29,85.79K
VN100,2019-04-04,883.79,81.88K
VN100,2019-04-05,884.95,84.58K
VN100,2019-04-08,887.85,95.00K
VN100,2019-04-09,879.77,106.46K
VN100,2019-04-10,872.95,91.05K
VN100,2019-04-11,876.74,71.87K
VN100,2019-04-12,874.26,70.06K
VN100,2019-04-16,868.38,89.64K
VN100,2019-04-17,863.45,96.94K
VN100,2019-04-18,855.23,91.49K
VN100,2019-04-19,858.46,62.92K
VN100,2019-04-22,856.13,76.43K
VN100,2019-04-23,856.38,73.66K
VN100,2019-04-24,865.76,83.31K
VN100,2019-04-25,863.18,73.19K
VN100,2019-04-26,868.49,70.96K
VN100,2019-05-02,870.17,85.63K
VN100,2019-05-03,869.97,92.47K
VN100,2019-05-06,854.78,92.58K
VN100,2019-05-07,853.56,77.86K
VN100,2019-05-08,848.65,78.41K
VN100,2019-05-09,847.31,78.89K
VN100,2019-05-10,852.03,79.35K
VN100,2019-05-13,856.96,84.93K
VN100,2019-05-14,859.86,88.85K
VN100,2019-05-15,870.07,109.70K
VN100,2019-05-16,870.57,92.41K
VN100,2019-05-17,868.63,83.04K
VN100,2019-05-20,877.3,95.28K
VN100,2019-05-21,876.2,86.41K
VN100,2019-05-22,873.0,86.34K
VN100,2019-05-23,871.32,76.56K
VN100,2019-05-24,861.23,89.62K
VN100,2019-05-27,865.28,68.95K
VN100,2019-05-28,861.59,82.02K
VN100,2019-05-29,861.04,82.30K
VN100,2019-05-30,859.84,69.53K
VN100,2019-05-31,852.37,82.00K
VN100,2019-06-03,840.45,104.29K
VN100,2019-06-04,840.94,72.40K
VN100,2019-06-05,841.28,67.85K
VN100,2019-06-06,839.31,70.36K
VN100,2019-06-07,847.8,69.76K
VN100,2019-06-10,850.75,85.46K
VN100,2019-06-11,850.03,61.34K
VN100,2019-06-12,844.21,66.13K
VN100,2019-06-13,839.42,66.18K
VN100,2019-06-14,840.87,69.60K
VN100,2019-06-17,832.41,70.82K
VN100,2019-06-18,827.77,74.24K
VN100,2019-06-19,833.85,77.54K
VN100,2019-06-20,842.29,92.35K
VN100,2019-06-21,842.85,110.38K
VN100,2019-06-24,845.18,75.42K
VN100,2019-06-25,845.04,80.49K
VN100,2019-06-26,843.49,82.77K
VN100,2019-06-27,832.38,88.44K
VN100,2019-06-28,841.14,86.20K
VN100,2019-07-01,851.86,89.35K
VN100,2019-07-02,848.92,71.08K
VN100,2019-07-03,846.89,77.73K
VN100,2019-07-04,856.73,96.99K
VN100,2019-07-05,858.34,83.84K
VN100,2019-07-08,849.97,86.98K
VN100,2019-07-09,851.61,84.20K
VN100,2019-07-10,854.55,82.00K
VN100,2019-07-11,856.75,90.77K
VN100,2019-07-12,852.99,90.22K
VN100,2019-07-15,850.81,82.08K
VN100,2019-07-16,857.26,98.32K
VN100,2019-07-17,857.45,107.34K
VN100,2019-07-18,850.64,83.80K
VN100,2019-07-19,859.02,116.39K
VN100,2019-07-22,857.07,95.69K
VN100,2019-07-23,865.08,92.35K
VN100,2019-07-24,865.21,90.46K
VN100,2019-07-25,868.67,99.00K
VN100,2019-07-26,865.82,83.53K
VN100,2019-07-29,866.33,81.64K
VN100,2019-07-30,855.28,94.94K
VN100,2019-07-31,861.32,91.70K
VN100,2019-08-01,867.13,93.68K
VN100,2019-08-02,864.02,104.33K
VN100,2019-08-05,850.11,107.17K
VN100,2019-08-06,844.14,124.76K
VN100,2019-08-07,845.24,94.76K
VN100,2019-08-08,853.55,118.42K
VN100,2019-08-09,855.57,100.68K
VN100,2019-08-12,857.7,92.80K
VN100,2019-08-13,851.92,107.00K
VN100,2019-08-14,853.84,91.03K
VN100,2019-08-15,862.96,97.83K
VN100,2019-08-16,865.53,116.68K
VN100,2019-08-19,865.65,77.81K
VN100,2019-08-20,869.08,85.77K
VN100,2019-08-21,873.98,107.01K
VN100,2019-08-22,876.0,92.17K
VN100,2019-08-23,873.69,86.05K
VN100,2019-08-26,866.42,113.27K
VN100,2019-08-27,861.95,105.25K
VN100,2019-08-28,861.47,79.53K
VN100,2019-08-29,865.02,85.14K
VN100,2019-08-30,868.81,85.73K
VN100,2019-09-03,864.2,86.02K
VN100,2019-09-04,863.12,84.58K
VN100,2019-09-05,861.83,81.44K
VN100,2019-09-06,861.55,75.51K
VN100,2019-09-09,861.62,75.93K
VN100,2019-09-10,858.7,93.63K
VN100,2019-09-11,859.95,70.54K
VN100,2019-09-12,867.1,91.98K
VN100,2019-09-13,875.97,107.78K
VN100,2019-09-16,879.38,99.07K
VN100,2019-09-17,883.84,100.66K
VN100,2019-09-18,884.44,109.53K
VN100,2019-09-19,887.98,101.92K
VN100,2019-09-20,883.26,130.03K
VN100,2019-09-23,879.25,105.11K
VN100,2019-09-24,881.28,90.07K
VN100,2019-09-25,882.16,90.40K
VN100,2019-09-26,886.48,103.69K
VN100,2019-09-27,892.06,112.89K
VN100,2019-09-30,890.72,119.62K
VN100,2019-10-01,892.98,108.87K
VN100,2019-10-02,886.75,118.84K
VN100,2019-10-03,888.84,108.63K
VN100,2019-10-04,883.84,112.26K
VN100,2019-10-07,877.23,115.06K
VN100,2019-10-08,882.37,108.79K
VN100,2019-10-09,881.81,99.96K
VN100,2019-10-10,881.03,99.57K
VN100,2019-10-11,884.11,103.03K
VN100,2019-10-14,887.3,126.32K
VN100,2019-10-15,887.83,95.12K
VN100,2019-10-16,888.76,121.47K
VN100,2019-10-17,885.21,124.64K
VN100,2019-10-18,885.59,110.78K
VN100,2019-10-21,881.58,115.01K
VN100,2019-10-22,882.63,147.10K
VN100,2019-10-23,884.32,112.18K
VN100,2019-10-24,889.51,105.02K
VN100,2019-10-25,890.6,96.98K
VN100,2019-10-28,890.13,108.05K
VN100,2019-10-29,889.14,129.92K
VN100,2019-10-30,891.71,113.50K
VN100,2019-10-31,888.12,126.54K
VN100,2019-11-01,901.17,143.91K
VN100,2019-11-04,905.64,152.35K
VN100,2019-11-05,908.24,128.77K
VN100,2019-11-06,909.29,139.09K
VN100,2019-11-07,909.86,127.01K
VN100,2019-11-08,909.24,121.04K
VN100,2019-11-11,904.99,124.91K
VN100,2019-11-12,904.65,119.65K
VN100,2019-11-13,898.63,124.91K
VN100,2019-11-14,895.7,127.55K
VN100,2019-11-15,894.15,118.56K
VN100,2019-11-18,888.35,118.75K
VN100,2019-11-19,892.93,101.70K
VN100,2019-11-20,886.58,134.59K
VN100,2019-11-21,872.38,130.44K
VN100,2019-11-22,865.92,150.70K
VN100,2019-11-25,866.24,114.04K
VN100,2019-11-26,868.19,113.17K
VN100,2019-11-27,866.61,104.63K
VN100,2019-11-28,858.78,109.32K
VN100,2019-11-29,860.94,95.72K
